,Unnamed: 0,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
981,981,3,Indoor Dining (1),Front-Room-Syndicate,30.35,7.5,4.44,2223,33.6kg,$6.00,480,A6,15/11/2023,kilkenny
982,982,4,Volcano Franny (5),A Mcdonald,30.46,9.0,4.39,3444,26.4kg,$3.00,480,A6,15/11/2023,kilkenny
983,983,5,Comer Blue (3),Comer-Syndicate,30.74,13.0,4.41,6665,28.2kg,$3.00,480,A6,15/11/2023,kilkenny
984,984,6,Sadies Spirit (2),P Kehoe,30.79,13.7,4.4,5556,31.4kg,$4.60,480,A6,15/11/2023,kilkenny
985,985,1,Avongate Enya (3),R Hickey,30.0,0.0,4.4,2321,26.8kg,$6.50,480,A6,15/11/2023,kilkenny
986,986,2,Potstar Princess (1),River-Boys-Syndicate,30.12,1.75,4.53,5443,27.7kg,$7.50,480,A6,15/11/2023,kilkenny
987,987,3,Apacketacrips (6),Back-In-An-Hour-Syndicate,30.26,3.75,4.48,4555,30.0kg,$5.00,480,A6,15/11/2023,kilkenny
988,988,4,Cracker Ally (2),M Fortune,30.27,3.9,4.41,1112,28.6kg,$6.00,480,A6,15/11/2023,kilkenny
989,989,5,Peppers Folly (4),J Phelan,30.45,6.4,4.43,3234,26.4kg,$3.20,480,A6,15/11/2023,kilkenny
990,990,6,Scotchrath Rumbl (5),M Brennan,30.59,8.4,4.56,6666,31.8kg,$3.00,480,A6,15/11/2023,kilkenny
991,991,1,Black December (3),T Norton,29.78,0.0,4.42,1111,36.4kg,$4.90,480,A5,15/11/2023,kilkenny
992,992,2,Ballygur Diamond (5),W Hanlon,29.88,1.5,4.38,2323,34.1kg,$7.00,480,A5,15/11/2023,kilkenny
993,993,3,Killeshin Girl (1),J Phelan,29.99,3.0,4.39,3232,23.2kg,$4.00,480,A5,15/11/2023,kilkenny
994,994,4,Geometric (6),M Fortune,30.0,3.15,4.5,6544,25.9kg,$6.50,480,A5,15/11/2023,kilkenny
995,995,5,How Ye Marty (2),O Lott,30.1,4.65,4.45,4455,33.2kg,$5.00,480,A5,15/11/2023,kilkenny
996,996,6,Ma Reidy (4),R Mcnamara,30.31,7.65,4.46,5666,26.8kg,$2.90,480,A5,15/11/2023,kilkenny
997,997,1,Ballinure Paddy (2),Back-In-An-Hour-Syndicate,29.67,0.0,4.39,2332,26.4kg,$4.00,480,A5,15/11/2023,kilkenny
998,998,2,Rays Robin (5),R Mcnamara,29.7,0.65,4.35,1111,28.6kg,$2.80,480,A5,15/11/2023,kilkenny
999,999,3,Errill Daithi (1),T Morrissey,29.84,2.65,4.49,4644,33.2kg,$3.80,480,A5,15/11/2023,kilkenny
1000,1000,4,Trumera Smokie (6),J Phelan,29.91,3.65,4.37,3223,30.9kg,$7.00,480,A5,15/11/2023,kilkenny
1001,1001,5,Feed Me Porkpie (3),Feed-Me-Syndicate,29.92,3.95,4.43,5455,29.5kg,$9.00,480,A5,15/11/2023,kilkenny
1002,1002,6,Frankel Fitz (4),O Lott,30.2,7.95,4.44,6566,33.6kg,$6.50,480,A5,15/11/2023,kilkenny
1003,1003,1,Annual Lar (3),D Flanagan,29.37,0.0,4.3,1111,30.0kg,$2.60,480,A4,15/11/2023,kilkenny
1004,1004,2,Miss Bionic (1),M Fortune,29.58,3.0,4.38,2222,30.5kg,$4.00,480,A4,15/11/2023,kilkenny
1005,1005,3,Hack Up Biddy (5),F Tynan,29.72,5.0,4.39,3333,31.8kg,$11.00,480,A4,15/11/2023,kilkenny
1006,1006,4,Feed Me Nandos (4),Feed-Me-Syndicate,29.86,7.0,4.53,5444,35.9kg,$11.00,480,A4,15/11/2023,kilkenny
1007,1007,5,Nancys Chip (2),P Kehoe,29.96,8.5,4.5,4556,30.9kg,$4.10,480,A4,15/11/2023,kilkenny
1008,1008,6,Miss Celebrity (6),Only-Pints-And-Euros-Synd,30.14,11.0,4.48,6665,28.6kg,$4.20,480,A4,15/11/2023,kilkenny
1009,1009,1,Luner Lestrange (5),D Flanagan,29.35,0.0,4.37,1111,30.0kg,$3.80,480,A4,15/11/2023,kilkenny
1010,1010,2,Avongate Phoebe (4),R Hickey,29.59,3.5,4.44,2222,27.3kg,$8.00,480,A4,15/11/2023,kilkenny
1011,1011,3,Shes Never Home (3),Back-In-An-Hour-Syndicate,29.94,8.5,4.56,6553,27.7kg,$8.00,480,A4,15/11/2023,kilkenny
1012,1012,4,Recovery Time (2),P Kehoe,30.5,16.5,4.47,5664,28.2kg,$3.25,480,A4,15/11/2023,kilkenny
1013,1013,5,Kits Crow (1),R Mcnamara,30.68,19.0,4.48,4445,28.2kg,$3.20,480,A4,15/11/2023,kilkenny
1014,1014,6,Volcano Blue (6),A Mcdonald,30.82,21.0,4.45,3336,32.7kg,$6.00,480,A4,15/11/2023,kilkenny
1015,1015,1,Larkins Bogger (2),J Connolly,29.83,0.0,,3211,26.8kg,$3.10,480,A7,15/11/2023,kilkenny
1016,1016,2,Airbeeandbee (5),W Hanlon,30.07,3.5,,4553,34.1kg,$5.00,480,A7,15/11/2023,kilkenny
1017,1017,3,Still My Honey (6),M Ryan,30.13,4.2,,5432,27.7kg,$3.10,480,A7,15/11/2023,kilkenny
1018,1018,4,Apex Bingo (4),S Kavanagh,30.2,5.2,,6665,35.0kg,$4.90,480,A7,15/11/2023,kilkenny
1019,1019,5,Ambitious Juliet (1),S H Devoy,30.25,5.9,,2124,24.5kg,$3.10,480,A7,15/11/2023,kilkenny
1020,1020,6,Mr Buttons (3),R Mcnamara,30.32,6.9,,1346,33.6kg,$5.00,480,A7,15/11/2023,kilkenny
1021,1021,1,Ashville Bucko (5),P Taylor,28.82,0.0,5.44,3443,30.6kg,$4.00,462,A6,15/11/2023,kinsley
1022,1022,2,Cloncunny Shell (2),M May,28.88,0.75,5.57,6665,29.4kg,$4.50,462,A6,15/11/2023,kinsley
1023,1023,3,Footfield Sue (3),W Lyons,28.89,0.9,5.32,1111,25.5kg,$7.00,462,A6,15/11/2023,kinsley
1024,1024,4,Mustang Luca (4),J Robinson,28.9,1.05,5.31,2222,29.6kg,$10.00,462,A6,15/11/2023,kinsley
1025,1025,5,Hazelgrove Honey (6),W Lyons,28.92,1.3,5.39,4334,24.6kg,$3.25,462,A6,15/11/2023,kinsley
1026,1026,6,Fearmore Colin (1),S Smith,28.96,1.8,5.53,5556,32.2kg,$4.00,462,A6,15/11/2023,kinsley
1027,1027,1,Altmore Lass (5),D Wright,28.52,0.0,5.35,1111,29.0kg,$3.50,462,A5,15/11/2023,kinsley
1028,1028,2,Love Me Do (6),J Robinson,28.62,1.25,5.39,3444,26.8kg,$7.00,462,A5,15/11/2023,kinsley
1029,1029,3,Shady Della (2),W Lyons,28.64,1.5,5.53,5333,27.6kg,$4.50,462,A5,15/11/2023,kinsley
1030,1030,4,Say Grace (1),W Lyons,28.76,3.0,5.4,2222,24.0kg,$5.50,462,A5,15/11/2023,kinsley
1031,1031,5,Romantic Rachel (4),J Zivkovic,29.08,7.0,5.55,6555,29.4kg,$7.50,462,A5,15/11/2023,kinsley
1032,1032,DNF,Magical Liz (3),W Smith,,,5.46,4666,32.6kg,,462,A5,15/11/2023,kinsley
1033,1033,,Ashmore Magic (1),B Heaton,0.0,,,,,$0.00,462,A6,15/11/2023,kinsley
1034,1034,,Barnside Boyo (2),M May,0.0,,,,,$0.00,462,A6,15/11/2023,kinsley
1035,1035,,Coologue Bess (3),W Smith,0.0,,,,,$0.00,462,A6,15/11/2023,kinsley
1036,1036,,Sophies Star (4),Td Coote,0.0,,,,,$0.00,462,A6,15/11/2023,kinsley
1037,1037,,Coonough Chimes (5),P Taylor,0.0,,,,,$0.00,462,A6,15/11/2023,kinsley
1038,1038,,Memphis Court (6),J Zivkovic,0.0,,,,,$0.00,462,A6,15/11/2023,kinsley
1039,1039,1,Cats Magic (2),Td Coote,16.44,0.0,,2-2-,28.2kg,$3.10,268,D2,15/11/2023,kinsley
1040,1040,2,Ballyferode Hero (3),J Zivkovic,16.45,0.15,,1-1-,29.2kg,$9.00,268,D2,15/11/2023,kinsley
1041,1041,3,Anything For You (1),W Lyons,16.51,0.9,,5-4-,32.6kg,$4.20,268,D2,15/11/2023,kinsley
1042,1042,4,Sniper Ronan (4),D Wright,16.52,1.05,,3-3-,32.6kg,$5.00,268,D2,15/11/2023,kinsley
1043,1043,5,Moanteen Federer (5),S Smith,16.68,3.05,,6-5-,31.2kg,$3.25,268,D2,15/11/2023,kinsley
1044,1044,6,Jamaica Jota (6),M May,16.96,6.55,,4-6-,34.8kg,$11.00,268,D2,15/11/2023,kinsley
1045,1045,1,Crystal Grace (6),Td Coote,28.61,0.0,5.3,1111,26.8kg,$5.50,462,A4,15/11/2023,kinsley
1046,1046,2,Barra Leo (3),J Zivkovic,28.75,1.75,5.41,4443,33.0kg,$3.25,462,A4,15/11/2023,kinsley
1047,1047,3,De Blue Cuckoo (2),B Heaton,28.81,2.5,5.36,2322,34.2kg,$3.20,462,A4,15/11/2023,kinsley
1048,1048,4,Itcouldberate (5),D E Fradgley,28.93,4.0,5.4,5555,30.4kg,$4.50,462,A4,15/11/2023,kinsley
1049,1049,5,Payment Due (1),B Heaton,28.99,4.75,5.48,6666,24.6kg,$11.00,462,A4,15/11/2023,kinsley
1050,1050,6,Bathams George (4),J Robinson,29.0,4.9,5.4,3234,28.2kg,$6.00,462,A4,15/11/2023,kinsley
1051,1051,1,Danesrath Finn (4),W Smith,16.46,0.0,,1-1-,30.9kg,$5.50,268,D3,15/11/2023,kinsley
1052,1052,2,Ballymac Quiz (1),B Heaton,16.7,3.0,,4-2-,26.6kg,$3.25,268,D3,15/11/2023,kinsley
1053,1053,3,Sunnyside Cailin (3),J Zivkovic,16.71,3.15,,5-4-,22.6kg,$5.50,268,D3,15/11/2023,kinsley
1054,1054,4,Myway Lukaku (6),M May,16.72,3.3,,6-5-,31.8kg,$7.50,268,D3,15/11/2023,kinsley
1055,1055,5,Spur Cross (5),Td Coote,16.76,3.8,,3-6-,25.8kg,$4.00,268,D3,15/11/2023,kinsley
1056,1056,6,Hazelgrove Loki (2),W Lyons,16.86,5.05,,2-3-,30.8kg,$4.40,268,D3,15/11/2023,kinsley
1057,1057,1,Killieford Mhari (1),W Lyons,28.51,0.0,5.42,5222,26.0kg,$6.50,462,A5,15/11/2023,kinsley
1058,1058,2,Awaytoalisons (4),J Zivkovic,28.63,1.5,5.35,3555,27.4kg,$4.40,462,A5,15/11/2023,kinsley
1059,1059,3,Zero O Seven (5),M May,28.67,2.0,5.5,6343,33.8kg,$7.50,462,A5,15/11/2023,kinsley
1060,1060,4,Moanteen Ralph (2),S Smith,28.68,2.15,5.35,2111,31.4kg,$5.00,462,A5,15/11/2023,kinsley
1061,1061,5,Wilsham Pride (6),Td Coote,28.76,3.15,5.4,4434,34.7kg,$2.90,462,A5,15/11/2023,kinsley
1062,1062,6,Toms Angel (3),B Heaton,29.14,7.9,5.33,1666,26.4kg,$4.50,462,A5,15/11/2023,kinsley
1063,1063,1,Vanilla Slice (1),J Zivkovic,16.68,0.0,,1-1-,27.2kg,$2.60,268,D4,15/11/2023,kinsley
1064,1064,2,Step To Line (3),W Lyons,16.72,0.5,,2-2-,24.8kg,$4.50,268,D4,15/11/2023,kinsley
1065,1065,3,Flawless James (5),M May,16.73,0.65,,4-4-,33.6kg,$4.00,268,D4,15/11/2023,kinsley
1066,1066,4,Ballymac Riley (2),B Heaton,16.85,2.15,,3-3-,26.4kg,$5.00,268,D4,15/11/2023,kinsley
1067,1067,5,Scarty Piranha (6),W Lyons,16.89,2.65,,6-6-,26.8kg,$19.00,268,D4,15/11/2023,kinsley
1068,1068,6,Balltadhg Peg (4),B Heaton,17.01,4.15,,5-5-,31.6kg,$6.00,268,D4,15/11/2023,kinsley
1069,1069,1,Carneys Lass (4),W Lyons,28.21,0.0,5.26,3332,24.8kg,$4.00,462,A5,15/11/2023,kinsley
1070,1070,2,Coonough Lillie (3),J Zivkovic,28.45,3.0,5.19,2221,28.8kg,$3.40,462,A5,15/11/2023,kinsley
1071,1071,3,Ballymac Sallsa (2),B Heaton,28.46,3.15,5.35,4444,28.0kg,$9.00,462,A5,15/11/2023,kinsley
1072,1072,4,Canya Sunset (1),W Lyons,28.52,3.9,5.21,1113,30.0kg,$5.50,462,A5,15/11/2023,kinsley
1073,1073,5,Imelder (6),J Robinson,28.56,4.4,5.42,6655,28.0kg,$4.40,462,A5,15/11/2023,kinsley
1074,1074,6,Rural Surprise (5),S Smith,28.8,7.4,5.32,5566,28.4kg,$4.25,462,A5,15/11/2023,kinsley
1075,1075,1,Crystal Style (6),Td Coote,16.31,0.0,,1-1-,30.2kg,$4.30,268,D2,15/11/2023,kinsley
1076,1076,2,Saffron Tiger (2),B Heaton,16.63,4.0,,6-2-,27.4kg,$6.00,268,D2,15/11/2023,kinsley
1077,1077,3,Moanteen Chick (4),S Smith,16.79,6.0,,4-3-,28.8kg,$5.00,268,D2,15/11/2023,kinsley
1078,1078,4,Deacon Destroyer (5),Td Coote,16.91,7.5,,5-4-,26.8kg,$3.25,268,D2,15/11/2023,kinsley
1079,1079,5,Creamery Astaire (1),D Wright,16.97,8.25,,2-5-,35.0kg,$4.50,268,D2,15/11/2023,kinsley
1080,1080,6,Canya Shipaway (3),W Lyons,16.98,8.4,,3-6-,26.0kg,$7.00,268,D2,15/11/2023,kinsley
1081,1081,,Ballymac Donna (1),B Heaton,0.0,,,,,$0.00,462,A6,15/11/2023,kinsley
1082,1082,,Deacon Dream (2),Td Coote,0.0,,,,,$0.00,462,A6,15/11/2023,kinsley
1083,1083,,Whats Up Roxie (3),J Zivkovic,0.0,,,,,$0.00,462,A6,15/11/2023,kinsley
1084,1084,,Bathams Josie (4),J Robinson,0.0,,,,,$0.00,462,A6,15/11/2023,kinsley
1085,1085,,My Olivia (5),W Lyons,0.0,,,,,$0.00,462,A6,15/11/2023,kinsley
1086,1086,,Bonnan Ned (6),W Lyons,0.0,,,,,$0.00,462,A6,15/11/2023,kinsley
1087,1087,1,Corruptor (6),W Lyons,28.76,0.0,5.4,2211,28.3kg,$3.10,462,A7,15/11/2023,kinsley
1088,1088,2,Westside Dora (1),W Lyons,28.92,2.0,5.45,3333,27.2kg,$5.50,462,A7,15/11/2023,kinsley
1089,1089,3,Glencorbry Hope (2),B Heaton,29.16,5.0,5.35,1122,33.2kg,$6.00,462,A7,15/11/2023,kinsley
1090,1090,4,Glenvale Midge (5),J Zivkovic,29.2,5.5,5.48,6655,29.0kg,$3.50,462,A7,15/11/2023,kinsley
1091,1091,5,Ballymac Fifra (3),B Heaton,29.26,6.25,5.54,4566,28.0kg,$9.00,462,A7,15/11/2023,kinsley
1092,1092,6,Crystal Santa (4),Td Coote,29.28,6.5,5.41,5444,31.0kg,$5.00,462,A7,15/11/2023,kinsley
1093,1093,1,Swift Fagan (6),J B Thompson,29.53,0.0,4.48,1445,30.5kg,$3.50,480,A7,15/11/2023,monmore
1094,1094,2,Jaguar Yeats (4),G Rankin,29.59,0.75,4.58,3232,32.5kg,$8.00,480,A7,15/11/2023,monmore
1095,1095,3,Swift Wager (2),K Billingham,29.65,1.5,4.56,2111,30.5kg,$3.00,480,A7,15/11/2023,monmore
1096,1096,4,Bluey Hills (1),G A Griffiths,29.81,3.5,4.63,5323,35.0kg,$8.00,480,A7,15/11/2023,monmore
1097,1097,5,Daleroad Roger (3),K Billingham,30.09,7.0,4.62,4554,34.4kg,$2.75,480,A7,15/11/2023,monmore
1098,1098,1,Bonita Girl (2),A Jenkins,38.54,0.0,12.86,1111,27.1kg,$4.50,630,S2,15/11/2023,monmore
1099,1099,2,Vixons Sparkle (5),J B Thompson,39.28,9.25,13.12,5432,27.0kg,$5.50,630,S2,15/11/2023,monmore
1100,1100,3,Slippy Jane (1),P Sallis,39.32,9.75,13.18,4544,28.6kg,$3.25,630,S2,15/11/2023,monmore
1101,1101,4,Outa The Blue (3),K Billingham,39.52,12.25,12.99,2223,32.2kg,$8.00,630,S2,15/11/2023,monmore
1102,1102,5,Estrid (4),G A Griffiths,40.02,18.5,13.09,3355,29.0kg,$2.50,630,S2,15/11/2023,monmore
1103,1103,1,Swift Battery (1),A Jenkins,28.54,0.0,4.43,1111,27.2kg,$3.50,480,A1,15/11/2023,monmore
1104,1104,2,Slippy Thriller (6),P Sallis,28.68,1.75,4.47,2222,33.0kg,$3.75,480,A1,15/11/2023,monmore
1105,1105,3,Allowdale Icon (4),N Hunt,28.82,3.5,4.6,4433,36.9kg,$6.50,480,A1,15/11/2023,monmore
1106,1106,4,Kilara Coco (3),K Billingham,29.04,6.25,4.57,3344,28.4kg,$5.00,480,A1,15/11/2023,monmore
1107,1107,5,Brynhall Bocko (2),G A Griffiths,29.2,8.25,4.64,5555,32.0kg,$3.00,480,A1,15/11/2023,monmore
1108,1108,1,Coill Bhui Watch (5),G Rankin,28.7,0.0,4.38,2222,33.3kg,$2.90,480,A1,15/11/2023,monmore
1109,1109,2,Tashade (1),P Sallis,28.82,1.5,4.5,4333,29.5kg,$3.00,480,A1,15/11/2023,monmore
1110,1110,3,Roanna Scooby (3),G A Griffiths,28.86,2.0,4.37,1111,34.5kg,$4.50,480,A1,15/11/2023,monmore
1111,1111,4,Barnfield Barra (2),K Billingham,28.88,2.25,4.49,3444,32.1kg,$3.75,480,A1,15/11/2023,monmore
1112,1112,5,Vixons Star (4),J B Thompson,28.94,3.0,4.54,5555,34.4kg,$15.00,480,A1,15/11/2023,monmore
1113,1113,1,Vivre Le Veve (2),P Cowdrill,29.17,0.0,4.57,3444,26.2kg,$3.25,480,A4,15/11/2023,monmore
1114,1114,2,Wychwood Rose (3),N Hunt,29.18,0.15,4.49,1111,28.3kg,$8.00,480,A4,15/11/2023,monmore
1115,1115,3,Alien Tinder (6),R Taberner,29.28,1.4,4.65,6552,26.6kg,$4.50,480,A4,15/11/2023,monmore
1116,1116,4,Droopys Showgirl (5),C Fereday,29.4,2.9,4.61,5666,26.1kg,$7.00,480,A4,15/11/2023,monmore
1117,1117,5,Crowvalley Megan (4),J B Thompson,29.42,3.15,4.59,4335,26.9kg,$3.00,480,A4,15/11/2023,monmore
1118,1118,6,Innfield Cole (1),P Sallis,29.43,3.3,4.59,2223,34.4kg,$7.00,480,A4,15/11/2023,monmore
1119,1119,1,Newinn Larkin (3),K Billingham,28.75,0.0,4.42,2222,34.9kg,$2.00,480,A2,15/11/2023,monmore
1120,1120,2,Wicky Curly (5),N Hunt,28.78,0.4,4.37,1111,33.7kg,$4.20,480,A2,15/11/2023,monmore
1121,1121,3,Ballydoyle Luigi (1),P Sallis,28.98,2.9,4.48,4333,32.1kg,$5.50,480,A2,15/11/2023,monmore
1122,1122,4,Tommys Bolt (2),C Fereday,29.01,3.3,4.48,5555,29.9kg,$6.50,480,A2,15/11/2023,monmore
1123,1123,5,Alien Bluefire (4),R Taberner,29.25,6.3,4.48,3444,31.3kg,$6.50,480,A2,15/11/2023,monmore
1124,1124,1,Jaguar Enable (4),G Rankin,29.63,0.0,4.67,5443,25.9kg,$3.75,480,A10,15/11/2023,monmore
1125,1125,2,Zilzal (2),R Taberner,29.73,1.25,4.51,2111,30.5kg,$4.00,480,A10,15/11/2023,monmore
1126,1126,3,Passion (3),Id Langford,29.87,3.0,4.48,3222,31.3kg,$3.50,480,A10,15/11/2023,monmore
1127,1127,4,Michaels Dream (6),G A Griffiths,29.91,3.5,4.55,4554,33.4kg,$6.00,480,A10,15/11/2023,monmore
1128,1128,5,Velvet Mini (5),P Curtin,30.03,5.0,4.4,1335,25.9kg,$5.50,480,A10,15/11/2023,monmore
1129,1129,6,Apple Crumble (1),C Fereday,30.49,10.75,4.75,6666,22.4kg,$8.00,480,A10,15/11/2023,monmore
1130,1130,1,Swift Temptingly (6),C Fereday,28.94,0.0,4.54,4332,28.0kg,$9.00,480,A5,15/11/2023,monmore
1131,1131,2,Britbull Capone (1),G A Griffiths,29.26,4.0,4.57,6554,31.4kg,$3.75,480,A5,15/11/2023,monmore
1132,1132,3,Signet Star (5),C Fereday,29.28,4.25,4.5,3446,27.6kg,$6.50,480,A5,15/11/2023,monmore
1133,1133,4,Dynamic Legend (3),R Taberner,29.3,4.5,4.61,5665,31.4kg,$3.50,480,A5,15/11/2023,monmore
1134,1134,5,Tullymurry Lyric (4),J B Thompson,29.31,4.65,4.46,1111,27.4kg,$5.00,480,A5,15/11/2023,monmore
1135,1135,6,High St Elmo (2),P Curtin,29.39,5.65,4.5,2223,32.0kg,$4.00,480,A5,15/11/2023,monmore
1136,1136,1,Cooladerry Habs (3),R Taberner,38.4,0.0,12.66,1111,27.4kg,$2.75,630,S1,15/11/2023,monmore
1137,1137,2,Britbull Cruiser (2),G A Griffiths,38.68,3.5,13.0,3222,32.7kg,$8.00,630,S1,15/11/2023,monmore
1138,1138,3,Astra Illusion (1),K Billingham,38.76,4.5,12.85,2333,33.4kg,$4.00,630,S1,15/11/2023,monmore
1139,1139,4,Salma Alma (5),N Hunt,38.84,5.5,13.11,6644,26.5kg,$4.50,630,S1,15/11/2023,monmore
1140,1140,5,Jaguar Fergie (6),G Rankin,38.98,7.25,13.12,5555,26.1kg,$5.50,630,S1,15/11/2023,monmore
1141,1141,6,Puma Kelly (4),P Cowdrill,39.12,9.0,13.02,4466,34.3kg,$8.00,630,S1,15/11/2023,monmore
1142,1142,1,Coologue Pest (1),R Taberner,28.87,0.0,4.45,1111,30.8kg,$3.00,480,A1,15/11/2023,monmore
1143,1143,2,Becky The Boo (2),G A Griffiths,28.97,1.25,4.47,2322,27.6kg,$2.60,480,A1,15/11/2023,monmore
1144,1144,3,Romeo Sportstar (5),P Cowdrill,29.03,2.0,4.61,4555,31.6kg,$4.50,480,A1,15/11/2023,monmore
1145,1145,4,Kranky Jamie (3),K Billingham,29.07,2.5,4.64,5444,31.6kg,$7.00,480,A1,15/11/2023,monmore
1146,1146,5,Roxhill Monarch (4),P Sallis,29.17,3.75,4.47,3233,37.1kg,$7.00,480,A1,15/11/2023,monmore
1147,1147,1,Outer Limits (4),K Billingham,29.33,0.0,4.45,3221,33.2kg,$3.50,480,A5,15/11/2023,monmore
1148,1148,2,Abigails Sugar (5),C Fereday,29.55,2.75,4.57,5444,24.9kg,$7.00,480,A5,15/11/2023,monmore
1149,1149,3,Kuda Bridie (6),J B Thompson,29.59,3.25,4.61,6555,24.8kg,$7.00,480,A5,15/11/2023,monmore
1150,1150,4,Elderberry Love (1),P Cowdrill,29.69,4.5,4.47,2112,27.1kg,$8.00,480,A5,15/11/2023,monmore
1151,1151,5,Bloos Lucky Boy (3),P Sallis,29.89,7.0,4.52,4666,35.2kg,$3.75,480,A5,15/11/2023,monmore
1152,1152,6,Kilwest Prince (2),P Cowdrill,29.93,7.5,4.45,1333,35.4kg,$3.25,480,A5,15/11/2023,monmore
1153,1153,1,Romeo Report (1),C Jackson,29.23,0.0,4.66,2111,31.8kg,$3.60,480,A4,15/11/2023,newcastle
1154,1154,2,Bit View Salah (4),W Finley,29.33,1.25,4.67,3222,32.0kg,$4.50,480,A4,15/11/2023,newcastle
1155,1155,3,Blackhouse Finn (2),S Ray,29.69,5.75,4.76,1333,31.8kg,$7.00,480,A4,15/11/2023,newcastle
1156,1156,4,Blackhouse Peggy (5),S Ray,30.03,10.0,4.78,5554,28.2kg,$2.40,480,A4,15/11/2023,newcastle
1157,1157,5,Tomjohnjames (3),A Harrison,30.04,10.15,4.76,4445,34.0kg,$7.00,480,A4,15/11/2023,newcastle
1158,1158,6,Crown Me (6),J J Fenwick,30.24,12.65,4.89,6666,26.7kg,$17.00,480,A4,15/11/2023,newcastle
1159,1159,1,Mooneys Lynn (2),G Stark,30.5,0.0,,1111,31.1kg,$4.00,480,HP,15/11/2023,newcastle
1160,1160,2,Footfield Scar (4),T Edgar,29.95,0.15,,4432,32.3kg,$10.00,480,HP,15/11/2023,newcastle
1161,1161,3,Canny Thelma (5),P Rutherford,29.74,0.55,,5555,24.4kg,$8.00,480,HP,15/11/2023,newcastle
1162,1162,4,Watchhall Annie (6),C Jackson,29.67,0.7,,6666,28.2kg,$3.25,480,HP,15/11/2023,newcastle
1163,1163,5,Glengar White (3),S Anderson,30.45,3.45,,3223,33.5kg,$2.90,480,HP,15/11/2023,newcastle
1164,1164,6,Cream Biscuit (1),W Finley,31.07,5.2,,2344,32.5kg,$7.00,480,HP,15/11/2023,newcastle
1165,1165,1,Kilara Athena (5),Y Bell,29.53,0.0,4.74,4111,29.1kg,$2.10,480,A5,15/11/2023,newcastle
1166,1166,2,Alnwick Tommy (2),A Harrison,29.71,2.25,4.73,2222,31.6kg,$3.75,480,A5,15/11/2023,newcastle
1167,1167,3,Regans Rocket (1),T Edgar,29.87,4.25,4.78,1454,32.8kg,$9.50,480,A5,15/11/2023,newcastle
1168,1168,4,Nicoles Bluebell (3),G Stark,29.93,5.0,4.76,3333,28.7kg,$11.00,480,A5,15/11/2023,newcastle
1169,1169,5,Alnwick Maeby (4),A Harrison,30.13,7.5,4.83,5545,27.5kg,$6.00,480,A5,15/11/2023,newcastle
1170,1170,DNF,Its Criminal (6),S Tighe,,,4.69,6666,28.1kg,,480,A5,15/11/2023,newcastle
1171,1171,1,Hello Goodbye (5),S Tighe,29.48,0.0,4.66,1111,32.4kg,$6.00,480,A5,15/11/2023,newcastle
1172,1172,2,Blackhouse Emily (3),S Ray,29.68,2.5,4.89,4543,30.1kg,$9.50,480,A5,15/11/2023,newcastle
1173,1173,3,Coppice Fire (4),J J Fenwick,29.7,2.75,4.85,3322,34.0kg,$2.30,480,A5,15/11/2023,newcastle
1174,1174,4,Ballymac Fearne (1),P Rutherford,30.04,7.0,4.87,6455,27.1kg,$7.00,480,A5,15/11/2023,newcastle
1175,1175,5,Fridays Adler (2),J Walton,30.18,8.75,4.83,5234,33.8kg,$3.25,480,A5,15/11/2023,newcastle
1176,1176,6,Alnwick Bolt (6),A Harrison,30.38,11.25,4.81,2666,32.1kg,$9.00,480,A5,15/11/2023,newcastle
1177,1177,1,Yar Darlin (6),J Walton,29.44,0.0,,6522,29.6kg,$3.90,480,HP,15/11/2023,newcastle
1178,1178,2,Tarryburn Black (3),W Finley,30.16,1.0,,3444,27.6kg,$3.00,480,HP,15/11/2023,newcastle
1179,1179,3,Longrange Larra (5),Y Bell,29.72,1.5,,5666,28.8kg,$4.00,480,HP,15/11/2023,newcastle
1180,1180,4,John The Joiner (1),W Finley,30.74,2.25,,1111,31.8kg,$4.00,480,HP,15/11/2023,newcastle
1181,1181,5,Wraysbury Honey (4),P Rutherford,30.14,2.75,,4333,32.1kg,$9.50,480,HP,15/11/2023,newcastle
1182,1182,6,Westforth Apollo (2),G Stark,30.76,5.5,,2255,31.8kg,$13.00,480,HP,15/11/2023,newcastle
1183,1183,1,Blooming Rodney (4),A Harrison,28.92,0.0,4.6,1111,33.7kg,$3.80,480,A2,15/11/2023,newcastle
1184,1184,2,Bramble Howe (3),S Anderson,29.04,1.5,4.72,2222,34.9kg,$3.25,480,A2,15/11/2023,newcastle
1185,1185,3,Lightfoot Lewis (1),J J Fenwick,29.2,3.5,4.8,6543,36.4kg,$3.50,480,A2,15/11/2023,newcastle
1186,1186,4,Ice Got Rhythm (2),J J Fenwick,29.26,4.25,4.77,5655,37.4kg,$3.80,480,A2,15/11/2023,newcastle
1187,1187,5,Shockwave Polar (5),C Jackson,29.4,6.0,4.68,4334,35.1kg,$13.00,480,A2,15/11/2023,newcastle
1188,1188,6,Wraysbury Lauren (6),P Rutherford,29.62,8.75,4.72,3466,24.5kg,$13.00,480,A2,15/11/2023,newcastle
1189,1189,1,Bramble Sky (3),S Anderson,29.51,0.0,4.83,4211,26.4kg,$3.00,480,A6,15/11/2023,newcastle
