,DogName,RunTime,Split,Place,Date,RaceId,Distance,Weight,StartPrice,mean_place,mean_in_race_pos,time_z_avg,split_z_avg,pred_split1,t1,t2,t3,t4,t5,last_5_avg,in_form,ctime_z_avg,csplit_z_avg,pred_split2,at_cas_dist_time,at_cas_dist_time_avg,at_cas_perc,in_form2,faster_inside,next_to_faster,collision,first_out,pir1,pir2,pir3,Win,b1,b2,b3,b4,b5,b6,b7,b8,i1,i2,price
838,wind of change,17.97,,4,2021-07-31,695953773,324,25.4,9.5,4.0,0.75,0.2333063238646911,0.2257590938345539,7.274909392554168,0.937532242346451,-0.4895339538972694,-0.293662123040288,-0.7413691649991013,-0.6574240946318207,-0.2488914188444057,1,-0.0977902921833065,0.1206451545974591,7.239869987617869,-0.6574240946318207,-0.0977902921833065,0.7272727272727273,1,1,1,1,1,0.7727272727272727,0.8636363636363636,1.2272727272727273,0,0,0,0,0,1,0,0,0,0,1,
839,rust proof,18.02,,5,2021-07-31,695953773,324,33.0,1.85,3.2222222222222223,0.0,-0.3494863885194454,-0.1641558388878915,7.144932461639659,0.6131885786251232,0.1260632287960951,-0.0977902921833065,-1.2170578970803447,-1.3289846575700457,-0.3809162078824957,1,-0.610787944427782,-0.2092980873048314,7.1298844334381055,-1.3289846575700457,-0.6107879444277804,0.6666666666666666,1,0,0,1,1,0.7777777777777778,0.0,0.8888888888888888,0,0,0,0,0,0,0,0,1,0,0,
840,hello dell,18.18,,6,2021-07-31,695953773,324,30.5,101.0,5.2,-1.2000000000000002,0.8050501783748862,0.3308542682910988,7.309942542309195,1.1613857633258526,0.1545296994891486,0.5314609287620541,1.099594018650664,1.0782804816467115,0.8050501783748862,0,1.1613857633258526,0.8110071108619432,7.47,1.1613857633258526,1.1613857633258526,0.2,0,1,1,1,1,0.2,-0.4,0.0,0,0,0,0,0,0,0,1,0,0,0,
841,go bonzo,18.26,,7,2021-07-31,695953773,324,33.4,101.0,5.4,-0.7333333333333334,0.804143467710215,0.2832930925155872,7.294088172191016,0.8694763850454934,-0.5590941697958844,0.2698035091505248,0.5685868705409296,2.97554285578221,0.8248630901446546,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,1,0,1,0.85,0.85,1.15,0,0,0,1,0,0,0,0,0,1,0,
842,about that,18.51,,8,2021-07-31,695953773,324,29.4,101.0,5.230769230769231,1.0192307692307692,0.7635903424605158,0.6016093754228732,7.40019791572796,0.1098881152425846,0.3366161936542727,1.1282925052367956,0.8948506798736416,-0.1314303759773233,0.4676434236059942,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,0,1,1,-0.0769230769230769,0.0769230769230769,0.0384615384615384,0,0,0,0,0,0,1,0,0,0,1,
843,gutherson,17.63,6.99,1,2021-07-31,695953774,324,31.3,4.2,3.0,-2.0,-0.1520023556710103,0.0897362074677826,7.229566586161392,0.7696421016118898,-0.3776071934075686,-0.5734790242645501,0.2240188332205789,-0.8253142353663819,-0.1565479036412063,1,-0.2057196683698088,0.142017137115628,7.2469942715632785,-0.8253142353663819,-0.2057196683698002,0.875,1,1,1,0,1,2.3125,1.875,1.8125,1,0,1,0,0,0,0,0,0,1,0,
844,hanley,17.77,7.1,2,2021-07-31,695953774,324,34.5,2.7,3.0,-1.0,-0.2915164554720646,-0.0710722368231916,7.175961591071461,0.1726469046659323,0.097814372436837,-0.0200755317118007,-0.8812776156112323,-1.245039587202765,-0.3751862914846057,1,-1.0631586014069987,-0.3139471309572464,7.095000000000001,-1.245039587202765,-1.0631586014069938,0.25,1,0,0,0,1,1.75,-0.0625,-0.25,0,1,0,0,0,0,0,0,0,1,0,
845,typhoon ribbons,17.8,7.12,3,2021-07-31,695953774,324,29.0,8.0,4.0,-1.0,0.0793304636531057,0.0468956485575137,7.215285819002925,-0.0418269119384561,0.1553418193256559,-0.8253142353663819,-0.9092593057336524,-0.4476311909851315,-0.4137379649395932,1,-0.5921334843461635,0.1510339556613519,7.25,-0.9092593057336524,-0.5921334843461602,0.2307692307692307,1,1,1,0,1,2.0384615384615383,-0.1538461538461538,-0.0384615384615384,0,0,0,1,0,0,0,0,0,1,0,
846,pangai,17.85,7.08,4,2021-07-31,695953774,324,36.0,34.0,3.95,0.6055555555555552,0.1186101982635914,0.2832281799855931,7.294066533800899,-0.153753672428157,0.1820266090409455,0.4868589921090852,0.1540449189185253,-0.6574240946318207,0.0023505506017156,1,-0.1187765597751267,-0.0747369352665813,7.174739975235737,-0.6574240946318207,-0.1187765597751267,0.2,1,1,1,1,1,1.375,0.725,0.675,0,0,0,0,1,0,0,0,0,0,1,
847,fleetfoot punk,17.93,7.18,6,2021-07-31,695953774,324,25.5,4.6,3.6,0.8999999999999999,0.0090784079907303,-0.0466728696488836,7.184095044282473,-0.6785156518879841,-0.3441355020301084,1.1366908759119083,-1.0491677563457835,-0.89347431965376,-0.3657204708011455,1,-1.0491677563457835,-0.4789404197573949,7.04,-1.0491677563457835,-1.0491677563457835,0.0666666666666666,0,0,0,1,1,0.5333333333333333,0.5333333333333333,0.3666666666666666,0,0,0,0,0,0,0,0,1,0,0,
848,zig zag banjo,18.0,7.17,7,2021-07-31,695953774,324,29.2,51.0,4.483870967741935,-0.233870967741935,0.1400376390223422,0.3715090133783408,7.323494675223563,0.517806890510058,-0.8612513857126664,-0.2097170526730074,-0.6694295526771238,-0.2431588125981336,-0.2931499826301746,1,0.1167359987552916,0.1806860498591549,7.259884433438105,-0.2097170526730074,0.116735998755285,0.0967741935483871,1,1,1,1,1,0.0,0.9032258064516128,0.6129032258064516,0,0,0,0,0,0,0,1,0,0,0,
849,sentosa doll,18.05,7.23,8,2021-07-31,695953774,324,28.8,23.0,3.0,0.0,-0.1760902633597508,0.1372753593628912,7.245413614687492,-0.5734790242645501,-0.9092593057336524,-0.3070994236099837,-0.7973325452439517,-0.0939640535704886,-0.5362268704845253,1,-0.5734790242645451,-0.0739568927024861,7.175,-0.7973325452439517,-0.5734790242645501,0.4,1,1,1,0,1,1.2,0.3,0.4,0,0,0,0,0,0,1,0,0,0,1,
850,here comes joe,17.36,6.88,1,2021-07-31,695953775,324,36.0,2.6,3.04,-0.4517647058823528,-0.8567670307695359,-0.3635376246834403,7.0784691630503564,0.2222691523180164,-0.1996157764766582,1.5653371689450504,-1.9445818402634103,-2.2803621217325225,-0.5273906834419049,0,-1.4444091293250514,-0.2620993018090973,7.112283312696448,-2.2803621217325225,-1.4444091293250565,0.16,1,1,1,1,1,0.86,0.34,0.36,1,0,0,1,0,0,0,0,0,1,0,
851,radiation,17.7,7.03,2,2021-07-31,695953775,324,35.7,3.3,2.333333333333333,0.6666666666666665,-1.1507220520020474,-0.5632287673177757,7.011902741320369,-0.9490645424542484,-1.8206598145166872,-1.2063945641387417,-1.3326601483976146,-1.9725635303858404,-1.4562685199786265,1,-1.9725635303858404,-0.5089391995392394,7.03,-1.9725635303858404,-1.9725635303858404,0.037037037037037,0,1,0,0,1,0.2222222222222222,-0.1851851851851851,0.037037037037037,0,0,0,0,0,0,0,0,1,0,0,
852,supersonic blue,17.74,7.02,3,2021-07-31,695953775,324,33.7,23.0,3.6666666666666665,-0.8431372549019605,-0.4093889212436893,-0.1922608690474964,7.135563737190202,0.0618975370830201,-1.105131136590634,-0.3919040948669466,-1.4688931081821766,-1.2868754724676688,-0.8381812550048812,1,-0.5414999498389169,-0.2221051806993305,7.125615228661233,-1.4688931081821766,-0.5414999498389127,0.1555555555555555,1,0,1,0,1,0.9,0.7111111111111111,0.3666666666666666,0,1,0,0,0,0,0,0,0,1,0,
853,cool chevy magic,17.77,7.13,4,2021-07-31,695953775,324,31.5,2.7,2.090909090909091,0.0340909090909091,-1.0419305221140498,-1.120921155401478,6.825997717136281,-1.3730337033536677,-0.0041781865204912,0.1942066709915586,-1.0211860662233634,-2.308343811854943,-0.9025070193921814,0,-1.6647649390391532,-0.6889318782303101,6.970000000000001,-2.308343811854943,-1.664764939039158,0.1818181818181818,1,0,0,1,1,0.6363636363636364,0.0909090909090909,0.0909090909090909,0,0,1,0,0,0,0,0,0,1,0,
854,byron breeze,17.78,7.05,5,2021-07-31,695953775,324,28.9,34.0,2.9411764705882355,0.892156862745098,-0.6614776956212092,-0.707050262374536,6.963960292959919,-1.69332739259799,-1.396428171775813,-1.313518246100049,-0.6068627626327227,-1.384948037814896,-1.2790169221842942,1,-1.384948037814896,-0.2389501815026339,7.12,-1.384948037814896,-1.384948037814896,0.0588235294117647,0,1,1,1,1,0.3529411764705882,-0.1764705882352941,-0.1176470588235294,0,0,0,0,0,0,1,0,0,0,1,
855,ritza rain,17.83,7.23,6,2021-07-31,695953775,324,27.4,26.0,3.5294117647058822,1.8039215686274508,-0.3583209637650655,-0.1664254615987511,7.1441758899632894,-0.5734790242645501,0.9336813101347526,-1.3569663476924658,-1.6088015587942976,-1.3289846575700457,-0.7869100556373214,1,-1.2170578970803398,-0.329206535036201,7.089913325078579,-1.3289846575700457,-1.2170578970803447,0.2352941176470588,1,1,0,0,1,-0.3823529411764705,0.3235294117647059,0.4117647058823529,0,0,0,0,1,0,0,0,0,0,1,
856,my buddy,17.98,7.15,7,2021-07-31,695953775,324,34.1,34.0,4.230769230769231,-0.1057692307692308,-0.2194917922834312,-0.1469290887710484,7.150674945248031,-1.0211860662233634,-0.9652226859785128,-0.2376987427954376,-0.5734790242645501,-1.7487100094064287,-0.9092593057336588,1,-0.8612906940952136,-0.2266878797402018,7.124087600179609,-1.7487100094064287,-0.8612906940952164,0.2692307692307692,1,1,1,1,1,0.6923076923076923,0.75,0.6923076923076923,0,0,0,0,0,1,0,0,0,0,1,
857,supersonic blue,17.71,6.98,1,2021-08-21,702388824,324,35.0,1.22,3.5510204081632653,-0.7176870748299318,-0.4603949474159795,-0.2470262215722842,7.117307877144211,-1.2868754724676688,-1.2170578970803447,-0.8290287131682015,-1.149521444677831,-0.9412429124905982,-1.0847452879769288,1,-0.6259446932440954,-0.26170928052705,7.112413325078579,-1.2170578970803447,-0.6259446932440905,0.1632653061224489,1,0,0,0,1,0.8673469387755102,0.6530612244897959,0.2959183673469387,1,1,0,0,0,0,0,0,0,1,0,
858,peyton may,17.77,7.07,2,2021-08-21,702388824,324,31.1,6.5,3.636363636363636,0.4162679425837319,-0.3167404164322857,-0.2170607424351595,7.127296776477796,-0.6461201815934765,0.1949031172058376,-0.6437470416251235,-0.9820539744034428,-0.2314158140936675,-0.4616867789019744,1,0.6297336509997589,0.0,7.199653300314316,0.6297336509997589,0.6297336509997589,0.0181818181818181,0,1,0,1,1,0.1363636363636363,0.0636363636363636,-0.0454545454545454,0,0,0,0,0,1,0,0,0,0,1,
859,bugatti reign,18.08,7.2,3,2021-08-21,702388824,324,35.8,101.0,3.5365853658536586,-0.1754742547425474,-0.2297026865756644,-0.1363114651312938,7.154214297087329,-0.3202512056116936,-0.1291768342643325,0.3499167497755067,1.1232193333270206,0.2874840170933014,0.2622384120639605,0,0.4198709750815722,0.2855084363035911,7.294826650157158,0.3499167497755067,0.4198709750815772,0.024390243902439,1,1,1,0,1,0.3353658536585366,0.1341463414634146,0.2195121951219512,0,0,1,0,0,0,0,0,0,1,0,
860,go wild bella,18.14,7.26,4,2021-08-21,702388824,324,28.5,26.0,3.4347826086956523,-0.5776397515527951,-0.6396066254029724,-0.1907429922402327,7.136069716706136,-1.2181984585727457,-0.0237227099417896,-0.2753010148762149,-1.394647176815363,-0.6045204742700778,-0.7032779668952382,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,0,0,1,-0.1304347826086956,-0.1956521739130435,-0.0217391304347826,0,0,0,1,0,0,0,0,0,1,0,
861,old mick banner,18.26,7.19,5,2021-08-21,702388824,324,34.1,16.0,3.2641509433962264,-0.2641509433962263,-0.578837179349955,-0.3893941515712452,7.069849970177901,-0.7973325452439517,-0.2335784595389622,0.1118465080095234,-0.0957950149812692,1.1085258183653153,0.0187332613221311,0,-0.3496255032851417,0.0,7.199653300314316,-0.7973325452439517,-0.3496255032851384,0.0566037735849056,1,1,0,1,1,-0.4716981132075472,-0.4716981132075472,-0.0377358490566037,0,0,0,0,0,0,0,1,0,0,0,
862,black panda,18.26,7.19,5,2021-08-21,702388824,324,34.1,16.0,3.2641509433962264,-0.2641509433962263,-0.578837179349955,-0.3893941515712452,7.069849970177901,-0.7973325452439517,-0.2335784595389622,0.1118465080095234,-0.0957950149812692,1.1085258183653153,0.0187332613221311,0,-0.3496255032851417,0.0,7.199653300314316,-0.7973325452439517,-0.3496255032851384,0.0566037735849056,1,1,0,1,1,-0.4716981132075472,-0.4716981132075472,-0.0377358490566037,0,0,0,0,0,0,0,1,0,0,0,
865,sad but true,18.55,7.41,7,2021-08-21,702388824,324,31.7,26.0,4.066666666666666,-0.8166666666666664,-0.0162170475606242,-0.1481872346024459,7.150255546245623,-0.4072388746620236,-0.0977902921833065,0.1540449189185253,-0.9092593057336524,0.4898252003876377,-0.1540836706545639,1,-0.090794869652699,0.1132754667460139,7.237413325078579,0.4898252003876377,-0.0907948696526965,0.0888888888888888,0,1,1,0,1,-0.2,0.2,-0.0222222222222222,0,0,0,0,1,0,0,0,0,0,1,
866,stilton corky,18.58,7.35,8,2021-08-21,702388824,324,31.6,81.0,3.607142857142857,1.1928571428571426,-0.7140205407065444,-0.7079868008025149,6.963648100785841,0.1589961298571991,0.8441020902173362,-0.6022327149874005,-0.1314303759773233,0.8948506798736416,0.2328571617966906,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,0,1,1,-0.2142857142857142,-0.3214285714285714,-0.0714285714285714,0,0,0,0,0,0,1,0,0,0,1,
867,masvidal,18.13,7.3,2,2021-08-21,702388826,324,35.3,19.0,5.2,0.2999999999999998,0.7527960162738196,0.2529658152330923,7.283978668570189,1.6225776450783531,1.077440692958572,0.7869218752427933,0.0950142422355372,-0.1628860725301383,0.6838136765970236,1,1.077440692958572,0.0,7.199653300314316,1.077440692958572,1.077440692958572,0.1,0,0,0,1,1,0.35,0.45,0.25,0,1,0,0,0,0,0,0,0,1,0,
868,deadly frank,18.18,7.17,4,2021-08-21,702388826,324,29.0,101.0,5.0,-0.25,1.0356313853087271,0.0512042386068492,7.2167220741041875,0.1589961298571991,0.9095505522240208,0.8948506798736416,1.2173491435707031,0.5649848471076517,0.7491462705266432,1,1.063449847897362,0.5410180928253379,7.38,1.2173491435707031,1.063449847897362,0.3333333333333333,0,1,1,0,1,-1.5,-1.1666666666666667,0.3333333333333333,0,0,0,1,0,0,0,0,0,1,0,
869,sassy actress,18.31,7.4,6,2021-08-21,702388826,324,28.5,12.0,4.454545454545454,1.2121212121212128,0.5030675695765378,0.7793572591636696,7.459449620308414,-0.1454954080806425,0.0980815386736748,-0.0636936437741097,-0.3215939585397782,0.4918148726145721,0.0118226801787432,1,-0.0138452218160309,0.2560296848978101,7.285,0.0980815386736748,-0.0138452218160259,0.1818181818181818,0,1,1,0,1,0.2727272727272727,0.7272727272727273,0.4545454545454545,0,0,0,0,0,0,1,0,0,0,1,
870,glenn's angel,18.31,7.23,4,2021-08-21,702388827,324,28.0,19.0,4.666666666666667,-0.8333333333333335,0.7414786293845024,0.2598147749532269,7.286261748005399,0.9709735643581044,0.7679792057328735,0.8739636153092859,2.280653368222881,0.1260632287960951,1.0039265964838482,0,1.2033582985094882,0.4960199231525697,7.365,0.1260632287960951,1.203358298509483,0.1333333333333333,1,0,1,0,1,-1.0666666666666669,-0.3333333333333333,-0.4666666666666667,0,1,0,0,0,0,0,0,0,1,0,
871,bumpy bill,18.41,7.36,5,2021-08-21,702388827,324,35.7,81.0,5.066666666666666,-0.5666666666666664,0.7704970442155208,0.5515456670440261,7.38350933414467,0.6108148717668741,0.809199729278931,0.2537221282451771,0.1148527279867386,-0.3484897667058643,0.2880199381143713,1,1.1613857633258526,0.0,7.199653300314316,1.1613857633258526,1.1613857633258526,0.1333333333333333,0,0,1,1,1,0.0,0.4666666666666667,0.4,0,0,0,0,1,0,0,0,0,0,1,
872,kamikaze magic,18.44,7.25,6,2021-08-21,702388827,324,28.9,12.0,5.4,0.3999999999999994,1.283833771844605,0.4903256225829346,7.36310182260377,-0.0468809820538715,0.045752106394448,-0.0931975262780272,1.4094152716192274,-0.3630928707145773,0.1903991997934398,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,0,0,1,-0.3,-0.3333333333333333,-0.2333333333333333,0,0,0,0,0,0,0,0,1,0,0,
873,so dramatic,18.59,7.3,7,2021-08-21,702388827,324,26.6,13.0,5.4,0.8499999999999996,0.6566205097481358,-0.0849785523678033,7.17132596400738,2.1911368803321136,-0.3362523073796681,0.3012824520485581,0.9695008009829706,0.1574347227567049,0.6566205097481358,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,-1.4,-1.4,-1.2,0,0,0,1,0,0,0,0,0,1,0,
874,downtown,18.22,7.06,2,2021-08-21,702388828,324,25.0,5.5,4.944444444444445,0.0555555555555553,0.640963015069625,0.1319270665495399,7.243630777901381,-0.0186239339398743,0.1843704246853564,0.2100082991633757,-0.5007355356747897,-0.094746818424337,-0.0439455128380538,1,0.6266245743194933,-0.0260877727215698,7.190957022361919,0.2100082991633757,0.6266245743194988,0.1666666666666666,1,0,0,1,1,-0.6666666666666666,-0.4166666666666667,0.1296296296296296,0,1,0,0,0,0,0,0,0,1,0,
875,loving the cash,18.26,7.22,3,2021-08-21,702388828,324,26.1,6.5,5.666666666666667,-0.3333333333333339,1.1164209372264813,-0.2300962891457997,7.122951417498052,1.24334791254646,2.0722531609943453,0.1343187905652394,1.745549779104,0.6592244055455715,1.170938809751123,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,0,1,1,-1.1666666666666667,-0.25,-0.3333333333333333,0,0,0,0,1,0,0,0,0,0,1,
876,kamikaze cowgirl,18.34,7.22,4,2021-08-21,702388828,324,26.1,16.0,4.285714285714286,0.7142857142857144,0.3416175232196451,-0.0653202077545823,7.177879012083395,-0.1962439977369479,0.3468096438514641,0.3699679159635461,0.2727371738323029,0.7173419976447178,0.3021225467110165,1,0.7836329466731049,0.0,7.199653300314316,0.9934956225913014,0.7836329466731,0.1428571428571428,0,1,0,1,1,-0.0714285714285714,0.6428571428571429,0.7857142857142857,0,0,0,0,0,0,1,0,0,0,1,
877,mellencamp,18.39,7.19,5,2021-08-21,702388828,324,31.9,21.0,4.95,0.2999999999999998,0.8821558590136378,0.527581435095571,7.375520931908738,0.5649848471076517,0.4719454715084356,0.0156602992307101,-0.0240166722716998,-0.2422400155349582,0.1572667860080278,1,1.1166150591299704,0.1984079692610284,7.26579198018859,1.2453308336931332,1.1166150591299764,0.25,0,1,1,1,1,-0.025,0.375,0.375,0,0,0,1,0,0,0,0,0,1,0,
878,red pocket,18.46,7.25,6,2021-08-21,702388828,324,26.3,34.0,5.476190476190476,0.5238095238095237,1.2114386421400185,0.5804061793394156,7.39312989621595,1.6307052298900842,1.4949553221881988,0.2290876120119579,0.9963478591862526,0.4127390781387354,0.9527670202830458,1,1.4356063265256267,0.1144113858718618,7.237791980188589,0.9095505522240208,1.4356063265256227,0.238095238095238,1,1,1,1,1,0.119047619047619,0.6428571428571429,0.6428571428571429,0,0,0,0,0,0,0,1,0,0,0,
879,arwen's anger,18.46,7.25,6,2021-08-21,702388828,324,26.3,34.0,5.476190476190476,0.5238095238095237,1.2114386421400185,0.5804061793394156,7.39312989621595,1.6307052298900842,1.4949553221881988,0.2290876120119579,0.9963478591862526,0.4127390781387354,0.9527670202830458,1,1.4356063265256267,0.1144113858718618,7.237791980188589,0.9095505522240208,1.4356063265256227,0.238095238095238,1,1,1,1,1,0.119047619047619,0.6428571428571429,0.6428571428571429,0,0,0,0,0,0,0,1,0,0,0,
880,blue moon,18.59,7.3,8,2021-08-21,702388828,324,27.1,81.0,5.875,0.125,1.218888802808555,0.5748319031579239,7.391271728576457,2.2396883057657675,0.5533572039276585,1.9168913966313483,1.2500908074677888,0.4888619626231891,1.2897779352831504,0,1.9168913966313483,0.0,7.199653300314316,1.9168913966313483,1.9168913966313483,0.125,0,1,0,1,1,0.4375,0.3125,0.8125,0,0,0,0,0,1,0,0,0,0,1,
881,roll on one,17.85,7.1,1,2021-08-21,702388829,324,35.0,21.0,3.7714285714285714,-1.0021978021978022,-0.2620970922055283,-0.428034498477392,7.0569693306361785,-0.3216438131627182,-0.1817353625505871,-0.9483053900059252,0.0410415608418909,-0.2380050150382604,-0.3297296039831199,1,-0.1071175222241199,-0.009306222092531,7.196551100104772,-0.1817353625505871,-0.1071175222241166,0.0857142857142857,1,0,0,0,1,0.1857142857142857,-0.0714285714285714,-0.1571428571428571,1,0,1,0,0,0,0,0,0,1,0,
882,bright spark,17.96,7.22,2,2021-08-21,702388829,324,31.5,2.4,2.4,1.933333333333333,-0.9095735391092148,-1.116033685600571,6.827626940003494,-1.5233450668487425,-0.2377787222911468,-1.0948229519962078,-0.5084242685138006,-1.2301457251075387,-0.9189033469514872,1,-1.207730667039535,-0.3289465208481691,7.09,-1.4409114180597464,-1.207730667039545,0.2,1,0,1,1,1,0.0,-0.3333333333333333,-0.3333333333333333,0,0,0,0,0,0,1,0,0,0,1,
883,byron breeze,17.97,7.1,3,2021-08-21,702388829,324,29.1,2.9,3.095238095238096,1.047619047619048,-0.7442218670069656,-0.7021239029022288,6.9656024795782185,-1.384948037814896,-1.105131136590634,-0.9574728425815476,-0.982847137409696,-1.3380872650038431,-1.1536972838801234,1,-1.2450395872027649,-0.3439459107390922,7.085,-1.105131136590634,-1.245039587202765,0.0952380952380952,0,0,0,0,1,0.238095238095238,-0.1904761904761904,-0.1904761904761904,0,0,0,0,0,0,0,1,0,0,0,
884,king of hearts,18.0,7.19,4,2021-08-21,702388829,324,31.3,12.0,3.586206896551724,-0.6862068965517243,-0.3276867429831451,-0.1894257858173339,7.136508803373153,-0.4381914173207468,0.4808112636884928,-0.3692662162450509,0.021309923183873,0.0672600572343341,-0.0476152778918195,0,-0.7506963950399114,0.1610335489219667,7.253333333333333,-0.7413691649991013,-0.7506963950399114,0.1034482758620689,0,0,1,0,1,1.396551724137931,0.3620689655172414,0.1206896551724138,0,1,0,0,0,0,0,0,0,1,0,
885,zipping miami,18.02,7.26,5,2021-08-21,702388829,324,35.9,6.5,3.083333333333333,0.1666666666666665,-0.5486923382137919,-0.1434527842083383,7.151833760569184,-2.200813289161053,-0.5454973341421199,-0.0506892223591046,-1.035059754852962,-0.6546313554695607,-0.8973381911969602,1,-0.5454973341421199,0.0310388365339714,7.21,-0.5454973341421199,-0.5454973341421199,0.0833333333333333,0,1,1,1,1,0.375,0.4583333333333333,0.2083333333333333,0,0,0,0,1,0,0,0,0,0,1,
886,black stride,18.18,7.26,6,2021-08-21,702388829,324,31.4,61.0,4.75,-0.5,0.5935994030406684,0.516611810905663,7.371864241780112,0.1336218350290419,-1.285623903415164,0.0067503608882828,0.5839813425487766,0.7933535005610307,0.0464166271223936,1,0.2006810691225689,0.4306758813745306,7.3432177667714384,-0.4055888835299888,0.2006810691225656,0.15,1,1,1,1,1,1.275,0.775,0.625,0,0,0,1,0,0,0,0,0,1,0,
887,aspen park,18.28,7.36,7,2021-08-21,702388829,324,27.9,101.0,4.341463414634147,-0.4247967479674801,0.1451782136554733,0.0294968710343236,7.20948599059333,0.340252183299391,0.6520097415677288,1.270102314682254,0.1831119274808488,0.1096661299198667,0.5110284593900178,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,1,1,1,0.5365853658536586,0.0609756097560975,-0.024390243902439,0,0,0,0,0,1,0,0,0,0,1,
888,reena's rosie,18.32,7.3,8,2021-08-21,702388829,324,27.2,7.0,3.25,0.1499999999999999,-0.4018236174898175,-0.0839407901405118,7.171671898820343,-1.6577718050431876,-0.1651509121839735,-0.4169666297986801,-1.4428131372774116,-1.586118915787926,-1.053764280018236,1,0.4898252003876328,0.2255108767399009,7.274826650157157,0.1820266090409455,0.4898252003876377,0.0833333333333333,1,1,1,0,1,1.4375,1.25,0.8541666666666666,0,0,0,0,0,0,0,0,1,0,0,
889,trunkey bill,17.87,7.14,1,2021-08-21,702388830,324,35.7,3.5,4.153846153846154,-1.3538461538461544,-0.2420551813924999,-0.07300091383309,7.175318672584801,-1.167153781940372,0.5448137620565671,2.084440976422025,0.3842651989753936,0.1726469046659323,0.4038026120359091,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,0,0,1,-0.7692307692307693,0.0769230769230769,0.0,1,0,0,0,0,0,0,1,0,0,0,
890,bit of sauce,17.91,7.11,2,2021-08-21,702388830,324,31.2,5.0,4.083333333333333,0.4166666666666669,-0.1026666999270688,-0.0274122100706808,7.190515525288123,-0.7441566271452251,-0.1718422947692256,0.5435506207007802,0.0189291493561132,-0.6294424045094005,-0.1965923112733915,1,-0.6294424045094005,-0.32894652084817,7.09,-0.6294424045094005,-0.6294424045094005,0.0833333333333333,0,0,0,1,1,4.208333333333333,4.125,4.125,0,0,0,0,1,0,0,0,0,0,1,
891,alpha plus,17.96,7.19,3,2021-08-21,702388830,324,37.9,5.5,3.0,-0.25,-0.4340336331818819,-0.2514487647442164,7.115833636123711,-0.3253972779387883,-0.462751305728626,0.2469111711855477,-0.1165404789675104,-0.0935654119422839,-0.1502686606783321,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,0,0,1,1.1,0.65,0.1,0,0,0,0,0,0,0,0,1,0,0,
892,sooky lala,18.11,7.25,4,2021-08-21,702388830,324,32.4,2.8,3.45,0.2999999999999998,-0.2805546338348158,0.0480245532270551,7.215662135865728,-0.989275078923016,-0.2987644480288793,0.0618975370830201,0.1133937127920055,-0.3919040948669466,-0.3009304743887632,1,-0.1537536724281569,-0.1494738705331627,7.1498266501571575,-1.496874798304597,-0.153753672428157,0.1,1,0,0,1,1,1.15,0.625,0.45,0,0,1,0,0,0,0,0,0,1,0,
893,tailspin cargo,18.13,7.27,5,2021-08-21,702388830,324,30.0,5.5,3.111111111111111,0.8888888888888888,-0.5628437200528233,-0.4444817852256035,7.051486678719061,-1.586118915787926,-1.4477130553586497,-0.4803018445494252,-0.7133874748766711,1.2247165126396315,-0.600560955586608,1,-0.7133874748766711,0.0,7.199653300314316,-0.7133874748766711,-0.7133874748766711,0.1111111111111111,0,1,1,0,1,0.8333333333333334,0.3888888888888889,0.5,0,0,0,0,0,1,0,0,0,0,1,
894,no tickets,18.38,7.38,6,2021-08-21,702388830,324,28.1,101.0,4.327586206896552,-0.3692528735632181,0.1441489579630488,0.0089915204724038,7.202650595716927,-0.0186824460053481,0.1567927708510312,1.3631848867386138,0.7794871350165027,-0.4182090864395853,0.3725146520322429,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,0,0,1,1.4913793103448276,1.5086206896551724,1.646551724137931,0,0,0,0,0,0,1,0,0,0,1,
895,willy wolfenden,18.52,7.45,7,2021-08-21,702388830,324,33.3,81.0,4.8,0.1583333333333332,0.2477732510219341,0.5369898214426099,7.378657188254982,-0.6213090577674301,-0.1498977050726271,-0.0138452218160259,0.0629476555270095,0.1096661299198667,-0.1224876398418413,1,-0.0138452218160259,0.0,7.199653300314316,-0.0138452218160259,-0.0138452218160259,0.0181818181818181,0,0,1,0,1,1.2636363636363637,0.7727272727272727,0.4454545454545454,0,1,0,0,0,0,0,0,0,1,0,
896,young money,18.58,7.23,8,2021-08-21,702388830,324,40.2,81.0,3.8333333333333335,-0.3888888888888888,0.2911932597712446,0.1662164355160623,7.25506103247036,-0.1277337979331109,-0.5116042601319607,-0.3811200389196241,-0.3376761158218823,1.3534538946347987,-0.0009360636343558,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,1,1,1,0.9166666666666666,0.7222222222222222,1.25,0,0,0,1,0,0,0,0,0,1,0,
