,DogName,RunTime,Split,Place,Date,RaceId,Distance,Weight,StartPrice,mean_place,mean_in_race_pos,time_z_avg,split_z_avg,pred_split1,t1,t2,t3,t4,t5,last_5_avg,in_form,ctime_z_avg,csplit_z_avg,pred_split2,at_cas_dist_time,at_cas_dist_time_avg,at_cas_perc,in_form2,faster_inside,next_to_faster,collision,first_out,pir1,pir2,pir3,Win,b1,b2,b3,b4,b5,b6,b7,b8,i1,i2,price
897,forners drive,17.95,7.13,1,2021-08-21,702388831,324,35.5,19.0,5.111111111111111,-0.1111111111111107,0.2222467657887021,-0.2506410222231792,7.116102894582526,-0.0186239339398743,-0.982847137409696,1.2247165126396315,0.6023358569851408,1.275465102295946,0.4202092801142296,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,0,1,1,-2.0,-1.5555555555555556,-1.2222222222222223,1,0,0,0,0,0,1,0,0,0,1,
898,ritza alira,18.09,7.08,2,2021-08-21,702388831,324,30.8,7.5,4.642857142857143,-0.8928571428571432,0.5249247793886623,0.3710888920166534,7.323354629073439,0.2127037629664462,0.5737702707549084,-0.433570573652419,0.1096661299198667,1.1968911569030032,0.3318921493783611,1,0.0211318908370018,0.083016672776137,7.227326650157158,-0.433570573652419,0.0211318908369943,0.2857142857142857,1,1,1,1,1,0.5714285714285714,0.4642857142857143,0.7857142857142857,0,0,0,1,0,0,0,0,0,1,0,
899,magic swiper,18.13,7.17,3,2021-08-21,702388831,324,28.8,3.5,4.111111111111111,-1.311111111111111,0.1565095741450317,0.0827778417433537,7.227247036574699,-0.1201211132524852,-0.4615522637748392,1.1909960327968068,0.0828732453727364,0.2100082991633757,0.1804408400611188,0,-0.0558177569996687,-0.0519778362421656,7.182326650157158,0.2100082991633757,-0.0558177569996662,0.4444444444444444,0,1,0,0,1,0.5833333333333334,0.6944444444444444,0.5277777777777778,0,0,0,0,0,0,0,0,1,0,0,
900,galway express,18.17,7.26,4,2021-08-21,702388831,324,34.1,8.0,4.454545454545454,0.0454545454545458,-0.0470596881984498,0.4939304247574485,7.364303472204431,-0.7488939948417853,0.0860077915577663,0.0076699096511685,1.035653407638814,0.2529719084303812,0.1266818044872689,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,0,0,1,0.7272727272727273,0.2727272727272727,-0.1818181818181818,0,0,0,0,1,0,0,0,0,0,1,
901,swish miss,18.26,7.17,6,2021-08-21,702388831,324,27.0,19.0,5.35,0.1500000000000003,0.3949749647639934,0.577909681999263,7.392297696587063,0.6306533575180826,0.3485090941040576,-0.2422400155349582,0.2858676039979673,0.4124300142548241,0.2870440108679947,1,0.6017519608773386,-0.1189550623752535,7.16,0.6017519608773386,0.6017519608773386,0.05,0,0,0,1,1,0.375,-0.025,0.175,0,0,1,0,0,0,0,0,0,1,0,
902,big jon,18.3,7.38,7,2021-08-21,702388831,324,37.3,26.0,4.666666666666667,0.833333333333333,0.3578865634798959,0.1273491509288931,7.242104743958022,-0.055821375280301,0.2718913999701004,-0.3051078426726064,0.0087683239258506,0.4923314950733762,0.0824124002032839,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,0,1,1,0.1666666666666666,0.4166666666666667,0.25,0,0,0,0,0,1,0,0,0,0,1,
903,muddy man,18.43,7.34,8,2021-08-21,702388831,324,34.0,15.0,4.538461538461538,0.7115384615384617,0.5520105927340795,0.3396720135790507,7.312881910294185,-0.6546313554695607,1.4949553221881988,0.2768562048487961,2.2114842147407883,-0.5514841253310951,0.5554360521954255,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,1,0,1,0.8846153846153846,0.8076923076923077,0.8076923076923077,0,0,0,0,0,0,0,1,0,0,0,
904,able master,17.77,7.05,1,2021-08-21,702388832,324,31.6,3.8,2.6,-0.9333333333333332,-0.2756992993363781,-0.3542864263625317,7.081553021256652,-0.2603325178097046,-0.9143925878477772,-0.8016236102550042,-0.079902153661266,0.6777543728918615,-0.2756992993363781,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,0.7,0.9,0.9,1,0,0,1,0,0,0,0,0,1,0,
905,my own cargo,18.03,7.03,2,2021-08-21,702388832,324,32.0,11.0,4.0,3.0,0.2701149945088623,0.3297612042454123,7.309578172806956,1.3515879867803997,1.086938529795808,-0.1817353625505871,-0.5734790242645501,-0.7037298943000114,0.1959164470922118,1,-0.3776071934075686,-0.133954452266177,7.155,-0.5734790242645501,-0.3776071934075686,0.3333333333333333,1,0,0,0,1,0.5,0.6666666666666666,-0.5,0,0,0,0,0,0,0,1,0,0,0,
906,stone mason,18.15,7.15,3,2021-08-21,702388832,324,32.8,34.0,4.166666666666667,-0.5000000000000004,0.2556424604941379,-0.0620085978616968,7.178982926948256,-0.0439982287680316,0.1574347227567049,-0.5596557875542452,1.0252506619946444,0.2735606139963856,0.1705183964850916,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,-0.1666666666666666,-0.1666666666666666,-0.1666666666666666,0,0,0,0,0,1,0,0,0,0,1,
907,blind pursuit,18.17,7.23,4,2021-08-21,702388832,324,31.5,6.5,4.36,0.8899999999999997,0.4793713977835597,0.2478483462382916,7.28227277618656,-0.7798527787844741,-0.5454973341421199,-0.9574728425815476,-0.7413691649991013,-0.4874412805406229,-0.7023266802095731,1,-0.0464905269588595,0.1608602061299455,7.253275550052386,-0.7413691649991013,-0.0464905269588562,0.24,1,1,1,0,1,0.24,0.46,0.36,0,0,0,0,1,0,0,0,0,0,1,
908,wind of change,18.23,7.15,5,2021-08-21,702388832,324,25.4,3.4,4.0,-2.0,0.1660742115205876,0.2069458360150078,7.268638051534181,-0.4895339538972694,-0.293662123040288,-0.7413691649991013,-0.6574240946318207,-0.5734790242645501,-0.551093672166606,1,-0.1506445957478891,0.1072401374199637,7.235401466806363,-0.5734790242645501,-0.1506445957478869,0.75,1,1,1,0,1,0.4583333333333333,0.625,0.9583333333333334,0,0,0,0,0,0,0,0,1,0,0,
909,little loki,18.25,7.32,6,2021-08-21,702388832,324,32.6,81.0,4.466666666666667,0.3666666666666662,0.3401742835176227,0.7207486460607843,7.439912621294089,-0.5794942733054467,-0.0138452218160259,0.1545296994891486,-0.916748531075942,0.5028149825400838,-0.1705486688336364,1,0.4711707403060177,0.0406917442105439,7.2132177667714386,-0.0138452218160259,0.4711707403060176,0.1,1,1,1,1,1,0.95,0.65,0.65,0,0,0,0,0,0,1,0,0,0,1,
910,nick's tank,19.46,7.19,7,2021-08-21,702388832,324,40.6,81.0,4.038461538461538,0.325174825174825,0.5605309929148964,0.0849939981309028,7.227985785418373,0.4923314950733762,0.3411754664495611,8.296716744544435,-0.7037298943000114,1.7068281143745467,2.026664385228382,0,4.617124493445443,0.915482811722338,7.504826650157158,8.296716744544435,4.6171244934454485,0.0769230769230769,0,0,1,1,1,0.6730769230769231,0.0384615384615384,0.1153846153846153,0,0,1,0,0,0,0,0,0,1,0,
911,super athletic,17.98,7.07,3,2021-08-21,702388833,324,32.4,31.0,3.435897435897436,0.0256410256410259,0.0371276025236204,-0.3287540867191736,7.090064147318789,-0.5084242685138006,-0.3956552909210275,-0.824177405773562,-0.3956552909210275,-0.7339622236993387,-0.5715748959657512,1,-0.3496255032851384,0.0010400567521269,7.2,-0.3496255032851384,-0.3496255032851384,0.0256410256410256,0,1,1,1,1,-0.6025641025641025,-0.0897435897435897,-0.2692307692307692,0,0,0,0,1,0,0,0,0,0,1,
912,it's cash time,18.0,7.03,4,2021-08-21,702388833,324,28.0,23.0,4.357142857142857,0.5178571428571432,0.0507738924795397,-0.0142865350026962,7.194890928275656,0.2659716794082261,-0.3811094157933967,-0.4604633587982167,-0.3612709300421882,-0.7977176165687121,-0.3469179283588575,1,-0.526842874060503,-0.4089432669330903,7.0633333333333335,0.2659716794082261,-0.5268428740605097,0.1071428571428571,0,0,0,0,1,-0.1785714285714285,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,
913,aragorn ablaze,18.08,7.22,5,2021-08-21,702388833,324,33.7,51.0,3.857142857142857,1.4761904761904758,-0.1376707084083064,-0.6673780306234838,6.977184908107453,-0.4396726877037848,0.4679305761961572,0.2351190143416618,0.1813190191751197,-0.982847137409696,-0.1076302430801083,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,1,0,1,-1.0,-1.4285714285714286,-1.0,0,0,0,1,0,0,0,0,0,1,0,
914,lead this way,18.56,7.14,7,2021-08-21,702388833,324,28.7,101.0,4.818181818181818,0.3484848484848486,0.3823204417062802,-0.040829452531402,7.186042929216452,1.0724707436707153,0.6918563212484199,1.300839397124094,0.9565736480997296,0.7426049109047254,0.9528690042095368,0,0.3359259047142891,-0.081716601835979,7.172413325078579,0.1820266090409455,0.3359259047142867,0.1212121212121212,1,0,0,0,1,-1.606060606060606,-0.9393939393939394,-0.0303030303030303,0,0,1,0,0,0,0,0,0,1,0,
915,rust proof,18.65,7.19,8,2021-08-21,702388833,324,32.6,3.3,3.4,-0.0666666666666664,-0.3578948070327427,-0.1477402549991024,7.150404545507125,0.1260632287960951,-0.0977902921833065,-1.2170578970803447,-1.3289846575700457,-0.433570573652419,-0.5902680383380041,1,-0.5854711771741588,-0.1793983605469983,7.139851414420421,-0.433570573652419,-0.5854711771741615,0.7,0,0,0,1,1,0.5,-0.1,0.7,0,0,0,0,0,1,0,0,0,0,1,
916,gutherson,17.99,7.22,1,2021-08-21,702388834,324,31.7,1.9,3.1,0.2333333333333334,-0.0937285180991368,0.0302499810745286,7.209737037484465,-0.5734790242645501,0.2240188332205789,-0.8253142353663819,-1.524856488427027,1.8035901528037408,-0.1792081524067277,1,-0.370611770876961,0.045648205142847,7.214869987617869,-1.524856488427027,-0.3706117708769685,0.8,1,1,1,0,1,1.45,1.3,1.45,1,0,0,0,1,0,0,0,0,0,1,
917,pangai,18.05,7.08,2,2021-08-21,702388834,324,36.7,5.5,4.045454545454546,-0.0454545454545458,0.0808424020281202,0.2453054125598773,7.281425097148643,0.4868589921090852,0.1540449189185253,-0.6574240946318207,-0.9092593057336524,0.3155881850804707,-0.1220382608514784,1,-0.2768731089668318,-0.131578608339268,7.15579198018859,-0.9092593057336524,-0.2768731089668318,0.2272727272727272,1,0,0,1,1,1.068181818181818,0.5681818181818182,0.5227272727272727,0,0,1,0,0,0,0,0,0,1,0,
918,striking,18.06,7.23,3,2021-08-21,702388834,324,33.9,6.5,3.942857142857143,-0.5053571428571431,0.1545517557839035,0.0193338708430322,7.206098186067547,-1.077149446468214,-1.3569663476924658,-0.3059618593053543,0.7331308823368899,0.6325759333769452,-0.2748741675504398,1,-1.2170578970803398,-0.0144793615148587,7.194826650157158,-1.3569663476924658,-1.217057897080335,0.0285714285714285,1,1,1,1,1,1.4714285714285715,0.6285714285714286,0.4,0,0,0,1,0,0,0,0,0,1,0,
919,chicago merc,18.07,7.07,4,2021-08-21,702388834,324,30.1,101.0,4.84375,-0.3892045454545458,0.263721831873543,0.3199661534745202,7.306313023076827,0.6918563212484199,1.1739679229833262,0.8948506798736416,-0.0438551580229012,2.265062600593916,0.9963764733352805,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,0,1,1,0.203125,-0.1875,0.109375,0,0,0,0,0,1,0,0,0,0,1,
920,chasing fernando,18.21,7.34,5,2021-08-21,702388834,324,30.3,5.5,2.6666666666666665,-0.6666666666666665,0.02480590011646,-0.7343976871211723,6.954844113920134,-0.5352836981781426,-0.7501685411432456,-0.057523945009071,-1.156201580256374,3.4060538103518887,0.181375209153011,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,0,1,1,-0.1666666666666666,0.1666666666666666,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,
921,corless crazy,18.28,7.26,6,2021-08-21,702388834,324,31.0,12.0,3.95,-0.2833333333333336,-0.1493439903895235,-0.2340855044066439,7.121621624989872,0.5711379002644641,-0.0438551580229012,1.1072779537516555,-0.094746818424337,-0.7544784839563169,0.1570670787225129,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,0,1,1,0.425,0.175,0.125,0,0,0,0,0,0,1,0,0,0,1,
922,arquette,18.38,7.22,7,2021-08-21,702388834,324,34.7,9.5,3.7,0.2999999999999998,0.2468606725601405,-0.0824899313803271,7.172155538078584,-0.3231154718777161,0.3366161936542727,-0.4499869460184751,-1.69332739259799,-1.211215790863075,-0.6682058815405967,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,0,1,1,-0.4,-0.45,-0.2,0,0,0,0,0,0,0,0,1,0,0,
923,discard road,18.39,7.17,8,2021-08-21,702388834,324,25.1,81.0,4.020408163265306,-0.4648526077097505,-0.158907275769925,-0.4037431303724555,7.065066782693091,0.3330760712499971,1.6820931023319647,-0.0041781865204912,-0.0835321295253112,0.3529145570012056,0.456074682907473,0,0.2379899892858026,0.0306921509499291,7.209884433438106,0.0421181584288244,0.2379899892858059,0.0612244897959183,1,0,1,0,1,-0.5714285714285714,-0.4693877551020408,-0.2448979591836734,0,1,0,0,0,0,0,0,0,1,0,
924,cedar oscar,18.09,7.11,2,2021-08-28,705745329,324,33.9,15.0,5.5,-1.5,0.7462677637396705,0.1236992539897536,7.240888062157735,0.7306578367987714,0.7306578367987714,0.2097447195135046,1.065037986656647,-0.2247140199380088,0.5022768719659372,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,-1.2,-0.5,-1.0,0,0,1,0,0,0,0,0,0,1,0,
925,rocket fella,18.64,7.53,6,2021-08-28,705745329,324,34.4,26.0,5.333333333333333,0.8666666666666671,0.7734848451367079,0.6148673476617146,7.404617419566201,2.0920627326486887,1.0172693938198087,0.3219350596530765,0.9933850974013856,-0.1291768342643325,0.8590950898517253,0,0.3219350596530765,0.3310266343524213,7.31,0.3219350596530765,0.3219350596530765,0.0833333333333333,0,1,1,0,1,0.25,0.0416666666666666,-0.0416666666666666,0,0,0,0,1,0,0,0,0,0,1,
926,deadly frank,18.36,7.28,3,2021-08-28,705745330,324,28.5,12.0,4.857142857142857,-0.2571428571428571,0.8897035400226797,0.0311813070068123,7.210047492089304,0.9095505522240208,0.8948506798736416,1.2173491435707031,0.5649848471076517,0.0141364683063942,0.7201743382164822,1,0.7136787213670394,0.3310266343524222,7.31,0.0141364683063942,0.7136787213670395,0.4285714285714285,1,0,1,0,1,-1.4285714285714286,-1.0,0.2857142857142857,0,1,0,0,0,0,0,0,0,1,0,
927,call me rooster,18.59,7.28,6,2021-08-28,705745330,324,31.9,26.0,5.0,3.0,0.8917959412920388,0.629963276977224,7.40964960068333,0.8978479117277092,0.1082475402008937,1.8054511756276512,0.724153365620538,0.9455992695299472,0.8962598525413478,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,0,0,1,0.1666666666666666,0.1666666666666666,-0.5,0,0,0,0,0,0,0,1,0,0,0,
928,enzo's girl,18.76,7.3,7,2021-08-28,705745330,324,27.4,81.0,5.0,-0.4000000000000003,1.0570527328670187,0.1450843858095502,7.248016729381972,0.248090660760714,1.4241927875662963,-0.0636936437741097,0.4898252003876377,3.000917150610367,1.0198664311101813,1,0.4898252003876377,0.1210351758795074,7.24,0.4898252003876377,0.4898252003876377,0.0344827586206896,0,1,1,0,1,-1.2413793103448276,-0.3793103448275862,-0.0344827586206896,0,0,0,1,0,0,0,0,0,1,0,
929,masvidal,18.09,7.3,6,2021-08-28,705745332,324,35.1,81.0,4.909090909090909,1.5909090909090908,0.6729261982211328,0.2573350915365,7.285435153245626,1.077440692958572,0.7869218752427933,0.0950142422355372,-0.1628860725301383,-0.1257719823057367,0.3341437511202055,1,0.4758343553264176,0.1505139272852884,7.249826650157158,-0.1257719823057367,0.4758343553264177,0.1818181818181818,1,1,1,1,1,0.6818181818181818,0.5,0.3181818181818182,0,0,0,0,0,0,0,0,1,0,0,
930,downtown,18.13,7.11,7,2021-08-28,705745332,324,25.0,101.0,4.890909090909091,-0.2242424242424237,0.6316012007737426,0.1219112496996627,7.240292036484993,0.1843704246853564,0.2100082991633757,-0.5007355356747897,-0.094746818424337,0.1260632287960951,-0.0150080802908599,1,0.5765684397671534,-0.0653732814687834,7.177861320125727,0.1260632287960951,0.5765684397671544,0.1818181818181818,1,1,1,0,1,-0.6727272727272727,-0.4090909090909091,0.1272727272727272,0,0,0,0,0,0,1,0,0,0,1,
931,funky girl,17.71,6.94,1,2021-08-28,705745333,324,24.2,1.6,1.6666666666666667,0.1333333333333333,-1.022210296737067,-0.6437580439567824,6.985058557248674,-1.88861846001856,-1.3010029674476156,-1.077149446468214,-1.008221432237853,-1.997818930535832,-1.4545622473416149,1,-0.9260483198071118,-0.4942518266739555,7.034895990094295,-1.077149446468214,-0.9260483198071088,0.8333333333333334,1,0,0,1,1,0.875,1.0416666666666667,1.0416666666666667,1,0,0,1,0,0,0,0,0,1,0,
932,bright spark,17.8,7.07,2,2021-08-28,705745333,324,31.5,3.5,2.375,1.958333333333333,-0.8903164875640746,-1.042466729230797,6.852150256253276,-0.2377787222911468,-1.0948229519962078,-0.5084242685138006,-1.2301457251075387,-0.6014607143869702,-0.7345264764591328,0,-1.0561631788763937,-0.2314504865571729,7.1225,-0.6014607143869702,-1.0561631788763937,0.25,0,1,0,0,1,0.125,-0.3125,-0.3125,0,0,0,0,0,0,1,0,0,0,1,
933,king of hearts,17.91,7.15,3,2021-08-28,705745333,324,31.2,8.7,3.6,-0.6000000000000001,-0.3330816500136159,-0.1840768837244134,7.138291843260715,0.4808112636884928,-0.3692662162450509,0.021309923183873,0.0672600572343341,-0.4895339538972694,-0.057883785207124,0,-0.6854057847542508,0.1135354809340456,7.2375,-0.4895339538972694,-0.6854057847542508,0.1333333333333333,0,0,0,0,1,1.3166666666666669,0.3166666666666666,0.0833333333333333,0,1,0,0,0,0,0,0,0,1,0,
934,ritza rocket,18.03,7.15,4,2021-08-28,705745333,324,32.8,27.8,4.233333333333333,-1.0333333333333332,-0.0269693375373393,-0.0646800021694474,7.178092422625354,0.3289327460597793,0.6785225751769655,1.2730564565456228,1.4084276896479109,1.4779026895556595,1.0333684313971876,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,1,0,1,3.7666666666666666,3.7666666666666666,3.7666666666666666,0,0,0,0,0,0,0,1,0,0,0,
935,old mick banner,18.1,7.13,5,2021-08-28,705745333,324,34.3,17.6,3.2962962962962963,0.4370370370370371,-0.5637107503011447,-0.3827194214130688,7.072074970730162,-0.2335784595389622,0.1118465080095234,-0.0957950149812692,1.1085258183653153,0.2379899892858059,0.2257977682280826,0,-0.2027216301424048,-0.0072396807574293,7.197239975235737,0.2379899892858059,-0.2027216301424073,0.074074074074074,0,1,1,0,1,-0.5,-0.4814814814814814,-0.0555555555555555,0,0,0,0,0,1,0,0,0,0,1,
936,eight count,18.16,7.21,6,2021-08-28,705745333,324,33.4,35.2,4.264705882352941,-0.1535947712418304,0.1295202856274622,0.194658286520831,7.264542035101668,-0.3449648425702116,0.4058801300203571,-0.1817353625505871,-0.6276070098155487,-0.5768584201592433,-0.2650571010150467,1,0.112072383734885,0.1510339556613519,7.25,-0.1817353625505871,0.1120723837348849,0.0294117647058823,1,1,1,0,1,0.4117647058823529,0.4705882352941176,0.3602941176470588,0,0,1,0,0,0,0,0,0,1,0,
937,dayana bale,18.41,7.3,7,2021-08-28,705745333,324,27.2,23.1,4.483333333333333,0.9452380952380954,-0.1635829558274953,-0.3037428130653281,7.098401577652867,0.5946705015763117,0.9085466681747688,-0.4874412805406229,0.5806695795478382,-0.17005564957011,0.2852779638376371,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,1,1,1,-0.4166666666666667,-0.15,-0.1,0,0,0,0,1,0,0,0,0,0,1,
938,peyton may,17.66,7.04,1,2021-08-28,705745334,324,30.9,1.7,3.607142857142857,0.3428571428571429,-0.3313184951872996,-0.220130087756172,7.126273619754978,0.1949031172058376,-0.6437470416251235,-0.9820539744034428,-0.2314158140936675,-1.133112826713064,-0.5590853079258921,1,-0.2516895878566526,-0.1944720402059294,7.134826650157159,-1.133112826713064,-0.2516895878566477,0.0357142857142857,1,0,0,1,1,0.1339285714285714,0.0625,-0.0446428571428571,1,0,0,0,1,0,0,0,0,0,1,
939,go wild bella,17.74,7.03,2,2021-08-28,705745334,324,28.7,4.8,3.458333333333333,-0.4583333333333335,-0.617030944852153,-0.1752523369200898,7.141233478510047,-0.0237227099417896,-0.2753010148762149,-1.394647176815363,-0.6045204742700778,-0.0977902921833065,-0.4791963336173504,0,-0.0977902921833065,0.1810327354431963,7.26,-0.0977902921833065,-0.0977902921833065,0.0416666666666666,0,1,1,1,1,-0.0833333333333333,-0.1458333333333333,0.0208333333333333,0,0,1,0,0,0,0,0,0,1,0,
940,roll on one,17.9,7.1,3,2021-08-28,705745334,324,34.7,4.6,3.6944444444444446,0.2146464646464645,-0.2800738203590873,-0.4244487552159734,7.058164627007396,-0.1817353625505871,-0.9483053900059252,0.0410415608418909,-0.2380050150382604,-0.9092593057336524,-0.4472527024973068,1,-0.3076529681015031,-0.0817166018359796,7.172413325078579,-0.9092593057336524,-0.307652968101508,0.1111111111111111,1,1,0,0,1,0.2083333333333333,0.0138888888888888,-0.0694444444444444,0,0,0,0,0,0,0,1,0,0,0,
941,fix your tiara,18.23,7.18,4,2021-08-28,705745334,324,29.5,18.0,3.0,2.0,-0.4396711247019194,-0.3616831152731956,7.079087357998195,-1.2517387659300503,-0.7262842447248222,-0.3231154718777161,0.2097447195135046,1.7337982863723982,-0.0715190953293372,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,1,0,1,0.0357142857142857,0.25,0.5357142857142857,0,0,0,0,0,0,0,0,1,0,0,
942,rip start,18.23,7.18,4,2021-08-28,705745334,324,29.5,18.0,3.0,2.0,-0.4396711247019194,-0.3616831152731956,7.079087357998195,-1.2517387659300503,-0.7262842447248222,-0.3231154718777161,0.2097447195135046,1.7337982863723982,-0.0715190953293372,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,1,0,1,0.0357142857142857,0.25,0.5357142857142857,0,0,0,0,0,0,0,0,1,0,0,
945,black panda,18.24,7.24,6,2021-08-28,705745334,324,34.0,101.0,3.8,-0.5894736842105259,-0.0824412104444428,0.1948712183142726,7.2646130152531905,-0.065792533242157,0.3643083870242806,-1.1536948609748994,0.8167146106032419,0.2379899892858059,0.0399051185392543,0,0.2379899892858059,0.2710290747887324,7.29,0.2379899892858059,0.2379899892858059,0.02,0,1,1,0,1,0.82,0.5,0.28,0,0,0,1,0,0,0,0,0,1,0,
946,stilton stella,18.34,7.32,7,2021-08-28,705745334,324,27.4,101.0,4.515625,-0.1584821428571432,0.0532438894354513,-0.0846466539501711,7.171436601313313,0.1107512772611479,0.6155955793495457,0.8178276861782084,0.5894220108883408,1.4530946702955878,0.7173382447945661,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,1,0,1,-0.0078125,0.0546875,0.1640625,0,0,0,0,0,0,1,0,0,0,1,
